network,pool,target_external_ratio_mean,lowest_possible_external_ratio_mean_without_comm_constraints
lfr_mu03_seed1,top20,0.008945361536991775,0.019232333830274624
lfr_mu03_seed1,middle20,0.03338103645201027,0.019232333830274624
lfr_mu03_seed1,bottom20,0.018996130078641007,0.019232333830274624
lfr_mu03_seed2,top20,0.008945361536991775,0.01743980726514589
lfr_mu03_seed2,middle20,0.03338103645201027,0.01743980726514589
lfr_mu03_seed2,bottom20,0.018996130078641007,0.01743980726514589
lfr_mu03_seed3,top20,0.008945361536991775,0.019046489899568073
lfr_mu03_seed3,middle20,0.03338103645201027,0.019046489899568073
lfr_mu03_seed3,bottom20,0.018996130078641007,0.019046489899568073
